tRNA	Mouse_Brain_M4_plusAlkB	Mouse_Brain_M5_plusAlkB	Mouse_Brain_M6_plusAlkB	x	x	x	M_dm_Liver_M4_plusAlkB	M_dm_Liver_M5_plusAlkB	M_dm_Liver_M6_plusAlkB
tRNA-Pro-CGG-1_fiveprime	969.0044682	651.8093979	936.6337455	x	x	x	2167.820669	921.4352989	881.5585854
tRNA-Pro-CGG-1_threeprime	5989.024075	5958.130451	6343.709232	x	x	x	5932.982883	4059.147634	4419.564009
tRNA-Pro-CGG-1_other	74.11648907	117.0294146	97.63216161	x	x	x	316.9328463	285.5460998	169.5672053
tRNA-Pro-TGG-1_wholecounts	8022.423678	9518.886185	6844.570159	x	x	x	1907.935735	3369.443977	3992.941828
tRNA-Pro-TGG-1_fiveprime	158.526935	129.3742896	180.1829324	x	x	x	766.977488	230.2673035	255.4642887
tRNA-Pro-TGG-1_threeprime	2665.448551	2252.198988	2665.437388	x	x	x	3936.305951	1419.676635	1811.474047
tRNA-Pro-TGG-1_other	10.9802206	12.34487496	6.350059292	x	x	x	82.40254004	35.14413536	24.81471298
tRNA-Pro-TGG-2_wholecounts	18810.49042	21124.55003	17639.67096	x	x	x	8284.624602	11758.64195	12819.66249
tRNA-Pro-TGG-2_fiveprime	1042.434693	702.6702828	1046.966026	x	x	x	2281.916493	1049.931044	978.2723385
tRNA-Pro-TGG-2_threeprime	5642.460862	5572.970352	6134.951033	x	x	x	6249.915729	4520.780495	4820.417064
tRNA-Pro-TGG-2_other	84.41044588	126.4115196	98.42591902	x	x	x	380.3194156	330.2084385	213.7882964
tRNA-Pro-TGG-3_wholecounts	0	0.493794998	0	x	x	x	0	0	0
tRNA-Pro-TGG-3_fiveprime	0	0	0	x	x	x	0	1.09825423	2.226961421
tRNA-Pro-TGG-3_threeprime	11.66648439	8.394514974	20.6376927	x	x	x	19.01597078	10.9825423	8.589708338
tRNA-Pro-TGG-3_other	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-4_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-4_fiveprime	32.25439802	34.56564989	51.59423175	x	x	x	418.3513571	97.74462646	106.5760109
tRNA-Pro-TGG-4_threeprime	0	0	0	x	x	x	0	0	0
tRNA-Pro-TGG-4_other	0	0	0	x	x	x	6.338656926	0	0.636274692
tRNA-SeC-TCA-1_wholecounts	14155.56315	13311.23177	10832.40739	x	x	x	3929.967294	9252.791887	10920.38253
tRNA-SeC-TCA-1_fiveprime	505.7764115	412.3188237	427.0414874	x	x	x	785.9934588	814.1724691	827.4752366
tRNA-SeC-TCA-1_threeprime	4431.205277	5136.949369	5164.185719	x	x	x	3384.842798	4331.148598	4282.76495
tRNA-SeC-TCA-1_other	82.35165452	87.89550972	111.919795	x	x	x	272.5622478	172.0598293	174.9755402
tRNA-Ser-AGA-1_wholecounts	226.4670499	267.1430942	236.5397086	x	x	x	126.7731385	269.4383711	332.1353891
tRNA-Ser-AGA-1_fiveprime	69.31264256	66.16852979	82.55077079	x	x	x	316.9328463	120.0757958	132.0269985
tRNA-Ser-AGA-1_threeprime	1078.12041	1240.906831	1581.164764	x	x	x	3739.807586	1990.402749	2161.425128
tRNA-Ser-AGA-1_other	13.72527575	8.888309972	14.28763341	x	x	x	120.4344816	49.0553556	36.58579477
tRNA-Ser-AGA-2_wholecounts	9056.623206	11857.4993	8804.357208	x	x	x	3758.823557	7070.560732	9244.753133
tRNA-Ser-AGA-2_fiveprime	185.2912227	161.9647595	188.1205065	x	x	x	507.0925541	327.6458452	373.493244
tRNA-Ser-AGA-2_threeprime	17013.16556	20653.46961	18105.60656	x	x	x	13628.11239	15242.30437	16672.62388
tRNA-Ser-AGA-2_other	130.3901197	136.2874196	199.2331103	x	x	x	805.0094296	465.6597935	398.9442317
tRNA-Ser-AGA-3_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-3_fiveprime	0	0	0	x	x	x	0	0	0
tRNA-Ser-AGA-3_threeprime	0.686263788	0.493794998	0	x	x	x	0	0.366084743	0.636274692
tRNA-Ser-AGA-3_other	3.431318938	2.468974992	1.587514823	x	x	x	12.67731385	6.589525379	6.362746917
tRNA-Ser-CGA-1_wholecounts	305.3873855	404.4181037	343.6969592	x	x	x	469.0606125	493.482234	791.2075791
tRNA-Ser-CGA-1_fiveprime	4.803846514	9.875899969	27.7815094	x	x	x	259.884934	77.97605032	118.66523
tRNA-Ser-CGA-1_threeprime	1404.781973	1739.63978	1673.240623	x	x	x	1743.130655	1839.94192	1853.468177
tRNA-Ser-CGA-1_other	28.13681529	24.19595492	47.62544469	x	x	x	253.546277	135.451355	94.48679172
tRNA-Ser-CGA-2_wholecounts	712.3418116	871.0543773	758.038328	x	x	x	437.3673279	479.204929	597.7800729
tRNA-Ser-CGA-2_fiveprime	30.19560666	32.5904699	43.65665763	x	x	x	228.1916493	72.48477917	88.1240448
tRNA-Ser-CGA-2_threeprime	5146.978408	5897.393666	6758.050601	x	x	x	2459.398887	2928.677946	2292.179577
tRNA-Ser-CGA-2_other	60.39121332	78.51340475	65.88186515	x	x	x	133.1117954	84.93166044	52.49266207
tRNA-Ser-CGA-3_wholecounts	8.235165452	13.82625996	7.937574115	x	x	x	25.3546277	42.83191497	43.58481638
tRNA-Ser-CGA-3_fiveprime	0	3.456564989	15.08139082	x	x	x	171.143737	42.46583022	46.12991515
tRNA-Ser-CGA-3_threeprime	76.86154422	80.48858475	80.16949856	x	x	x	164.8050801	155.5860159	131.3907238
tRNA-Ser-CGA-3_other	1.372527575	1.975179994	3.175029646	x	x	x	25.3546277	19.76857614	9.544120376
tRNA-Ser-GCT-1_wholecounts	104.9983595	112.0914646	96.04464679	x	x	x	164.8050801	193.2927445	261.5088983
tRNA-Ser-GCT-1_fiveprime	286.8582632	260.2299642	314.3279349	x	x	x	868.3959989	482.1336069	590.4629139
tRNA-Ser-GCT-1_threeprime	174.3110021	200.4807694	207.1706844	x	x	x	304.2555324	454.3111664	460.9810141
tRNA-Ser-GCT-1_other	179.1148486	129.8680846	180.9766898	x	x	x	957.1371958	453.5789969	512.5192642
tRNA-Ser-GCT-2_wholecounts	947.7302908	1106.594592	1068.397476	x	x	x	988.8304805	1220.160449	1620.909777
tRNA-Ser-GCT-2_fiveprime	323.9165078	261.2175542	296.8652719	x	x	x	849.3800281	456.1415901	556.1040805
tRNA-Ser-GCT-2_threeprime	3412.789816	3400.272359	3225.83012	x	x	x	4468.753133	4358.238869	5036.432322
tRNA-Ser-GCT-2_other	130.3901197	113.0790546	141.2888192	x	x	x	595.833751	322.8867436	346.1334323
tRNA-Ser-GCT-3_wholecounts	664.3033465	770.8139926	652.4685922	x	x	x	310.5941894	281.5191676	365.8579477
tRNA-Ser-GCT-3_fiveprime	234.0159516	220.2325693	238.1272234	x	x	x	589.4950941	266.8757779	294.5951823
tRNA-Ser-GCT-3_threeprime	2179.57379	2373.178763	2393.972353	x	x	x	2808.025018	1581.120006	1756.754424
tRNA-Ser-GCT-3_other	113.9197888	96.2900247	128.5887007	x	x	x	209.1756786	113.1201857	104.9853241
tRNA-Ser-GCT-4_wholecounts	1533.799565	1730.75147	1573.22719	x	x	x	1438.875122	1928.168343	2545.735042
tRNA-Ser-GCT-4_fiveprime	289.6033184	260.2299642	319.8842368	x	x	x	868.3959989	483.5979459	593.6442874
tRNA-Ser-GCT-4_threeprime	4351.598678	4669.325505	4557.755057	x	x	x	5863.257657	6371.704957	7089.372615
tRNA-Ser-GCT-4_other	179.8011124	131.3494696	184.9454769	x	x	x	969.8145097	458.7041833	516.018775
tRNA-Ser-GCT-5_wholecounts	11.66648439	24.19595492	14.28763341	x	x	x	19.01597078	25.99201677	17.81569137
tRNA-Ser-GCT-5_fiveprime	137.2527575	114.0666446	125.413671	x	x	x	342.287474	145.3356431	167.3402439
tRNA-Ser-GCT-5_threeprime	45.97967377	42.46636987	50.80047433	x	x	x	44.37059848	28.55460998	40.72158027
tRNA-Ser-GCT-5_other	130.3901197	113.0790546	141.2888192	x	x	x	595.833751	322.8867436	346.1334323
tRNA-Ser-GGA-1_wholecounts	2.745055151	0	4.762544469	x	x	x	0	0	0
tRNA-Ser-GGA-1_fiveprime	0	0	0	x	x	x	0	0	0.954412038
tRNA-Ser-GGA-1_threeprime	0	0	3.968787057	x	x	x	25.3546277	8.786033839	10.81666976
tRNA-Ser-GGA-1_other	0	0	0	x	x	x	0	0.732169487	0.318137346
tRNA-Ser-TGA-1_wholecounts	1754.776505	2054.187194	1814.529443	x	x	x	988.8304805	1402.470652	1849.332391
tRNA-Ser-TGA-1_fiveprime	111.1747336	121.4735696	123.0323988	x	x	x	671.8976342	282.9835066	421.5319833
tRNA-Ser-TGA-1_threeprime	8067.717088	9210.264311	10299.00241	x	x	x	3999.69252	4284.655836	3721.888809
tRNA-Ser-TGA-1_other	203.8203449	196.5304094	306.3903608	x	x	x	665.5589772	291.7695404	202.0172146
tRNA-Ser-TGA-2_wholecounts	1957.910586	2302.072283	1712.928494	x	x	x	602.172408	1401.372397	1636.18037
tRNA-Ser-TGA-2_fiveprime	94.7044027	91.35207471	104.7759783	x	x	x	354.9647879	166.9346429	178.475051
tRNA-Ser-TGA-2_threeprime	2463.000734	2868.948941	3088.510088	x	x	x	4551.155673	3499.770146	3634.719176
tRNA-Ser-TGA-2_other	44.6071462	37.03462488	50.80047433	x	x	x	183.8210509	120.0757958	89.07845684
tRNA-Sup-TCA-1_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Sup-TCA-1_fiveprime	0	0	0	x	x	x	0	0	0
tRNA-Sup-TCA-1_threeprime	19.21538605	22.71456993	34.13156869	x	x	x	196.4983647	88.95859262	126.6186636
tRNA-Sup-TCA-1_other	0	0	1.587514823	x	x	x	0	0.366084743	0.636274692
tRNA-Thr-AGT-1_wholecounts	776.8506076	1247.326166	810.4263171	x	x	x	583.1564372	1207.347483	1591.641141
tRNA-Thr-AGT-1_fiveprime	51.46978408	79.99478975	69.0568948	x	x	x	380.3194156	233.5620662	273.9162548
tRNA-Thr-AGT-1_threeprime	1152.2369	1815.190414	1834.373378	x	x	x	8297.301916	5166.920067	6725.741629
tRNA-Thr-AGT-1_other	12.35274818	20.73938993	30.16278164	x	x	x	405.6740433	191.096236	215.6971205
tRNA-Thr-AGT-2_wholecounts	142.056604	231.5898543	132.5574877	x	x	x	114.0958247	202.0787783	325.4545048
tRNA-Thr-AGT-2_fiveprime	8.235165452	23.20836493	11.90636117	x	x	x	76.06388311	83.46732147	89.07845684
tRNA-Thr-AGT-2_threeprime	264.897822	394.5422038	482.6045062	x	x	x	1660.728115	992.0896543	1357.492055
tRNA-Thr-AGT-2_other	17.15659469	19.25800494	28.57526681	x	x	x	399.3353863	176.0867615	193.1093689
tRNA-Thr-AGT-3_wholecounts	37.05824453	47.89811485	26.98775199	x	x	x	19.01597078	57.10921995	69.99021609
tRNA-Thr-AGT-3_fiveprime	6.176374089	20.24559494	7.937574115	x	x	x	57.04791233	41.73366074	38.49461885
tRNA-Thr-AGT-3_threeprime	1004.690185	1622.11657	1690.703286	x	x	x	8214.899376	4873.686187	6369.745939
tRNA-Thr-AGT-3_other	17.15659469	19.25800494	28.57526681	x	x	x	399.3353863	176.0867615	193.1093689
tRNA-Thr-AGT-4_wholecounts	101.5670406	160.4833745	105.5697357	x	x	x	25.3546277	63.33266059	90.03286888
tRNA-Thr-AGT-4_fiveprime	3.431318938	20.73938993	6.350059292	x	x	x	76.06388311	65.16308431	66.49070528
tRNA-Thr-AGT-4_threeprime	142.7428678	217.7635943	221.4583178	x	x	x	481.7379264	235.0264052	334.6804878
tRNA-Thr-AGT-4_other	11.66648439	5.925539981	5.55630188	x	x	x	120.4344816	51.25186406	44.22109107
tRNA-Thr-AGT-5_wholecounts	100.8807768	130.3618796	102.3947061	x	x	x	12.67731385	15.74164396	18.77010341
tRNA-Thr-AGT-5_fiveprime	4.117582726	8.888309972	11.90636117	x	x	x	12.67731385	18.30423716	16.22500464
tRNA-Thr-AGT-5_threeprime	50.78352029	41.97257487	28.57526681	x	x	x	50.70925541	12.81296602	26.72353705
tRNA-Thr-AGT-5_other	11.66648439	16.29523495	26.98775199	x	x	x	576.8177803	206.83788	272.6437054
tRNA-Thr-AGT-6_wholecounts	7.548901664	5.431744983	7.143816703	x	x	x	12.67731385	2.19650846	3.181373459
tRNA-Thr-AGT-6_fiveprime	2.745055151	16.78902995	5.55630188	x	x	x	44.37059848	21.9650846	21.63333952
tRNA-Thr-AGT-6_threeprime	18.52912227	23.70215993	20.6376927	x	x	x	25.3546277	7.321694866	10.49853241
tRNA-Thr-AGT-6_other	11.66648439	5.925539981	5.55630188	x	x	x	120.4344816	51.25186406	44.22109107
tRNA-Thr-AGT-7_wholecounts	0	2.468974992	2.381272234	x	x	x	0	5.491271149	7.6352963
tRNA-Thr-AGT-7_fiveprime	39.80329969	51.35467984	51.59423175	x	x	x	202.8370216	115.6827789	136.162784
tRNA-Thr-AGT-7_threeprime	3.431318938	3.950359988	3.968787057	x	x	x	31.69328463	27.090271	39.44903089
tRNA-Thr-AGT-7_other	10.29395682	18.76420994	27.7815094	x	x	x	367.6421017	161.4433718	183.5652486
tRNA-Thr-CGT-1_wholecounts	2360.061166	2927.710546	2440.80404	x	x	x	1584.664231	2685.231592	3637.264275
tRNA-Thr-CGT-1_fiveprime	96.07693027	90.36448472	154.7826952	x	x	x	1039.539736	557.1809793	606.0516438
tRNA-Thr-CGT-1_threeprime	5950.593303	4573.529276	5958.736888	x	x	x	4576.510301	3403.123774	3759.747153
tRNA-Thr-CGT-1_other	41.86209105	24.19595492	37.30659834	x	x	x	405.6740433	140.9426262	112.9387578
tRNA-Thr-CGT-2_wholecounts	3176.715073	3917.275723	3234.561452	x	x	x	2218.529924	3660.481348	5051.702915
tRNA-Thr-CGT-2_fiveprime	116.6648439	99.25279469	151.6076656	x	x	x	1204.344816	613.9241145	672.8604865
tRNA-Thr-CGT-2_threeprime	7507.725837	5668.766582	7216.048628	x	x	x	5932.982883	4344.327649	4577.360132
tRNA-Thr-CGT-2_other	56.95989438	22.71456993	67.46937997	x	x	x	507.0925541	141.6747957	114.2113072
tRNA-Thr-CGT-3_wholecounts	28.82307908	58.76160482	34.13156869	x	x	x	6.338656926	5.125186406	13.36176853
tRNA-Thr-CGT-3_fiveprime	4.117582726	19.25800494	6.350059292	x	x	x	44.37059848	27.82244049	27.67794909
tRNA-Thr-CGT-3_threeprime	42.54835484	78.01960975	59.53180586	x	x	x	38.03194156	28.55460998	28.63236113
tRNA-Thr-CGT-3_other	15.78406712	16.78902995	23.81272234	x	x	x	310.5941894	135.8174398	145.0706297
tRNA-Thr-CGT-4_wholecounts	244.9961722	313.559824	245.2710401	x	x	x	19.01597078	41.73366074	54.71962349
tRNA-Thr-CGT-4_fiveprime	9.607693027	6.913129978	4.762544469	x	x	x	12.67731385	4.759101663	9.544120376
tRNA-Thr-CGT-4_threeprime	120.7824266	130.3618796	155.5764526	x	x	x	63.38656926	54.54662675	56.94658491
tRNA-Thr-CGT-4_other	11.66648439	17.77661994	28.57526681	x	x	x	373.9807586	158.5146938	170.8397547
tRNA-Thr-TGT-1_wholecounts	47.35220135	92.33966471	40.48162798	x	x	x	0	3.29476269	8.589708338
tRNA-Thr-TGT-1_fiveprime	47.35220135	61.72437481	51.59423175	x	x	x	202.8370216	111.6558467	133.9358226
tRNA-Thr-TGT-1_threeprime	125.5862731	178.7537894	178.5954176	x	x	x	69.72522619	50.51969457	49.62942595
tRNA-Thr-TGT-1_other	13.03901197	22.22077493	31.75029646	x	x	x	405.6740433	187.8014733	215.6971205
tRNA-Thr-TGT-2_wholecounts	124.2137456	159.9895795	131.7637303	x	x	x	57.04791233	145.3356431	184.8377979
tRNA-Thr-TGT-2_fiveprime	2.745055151	2.468974992	3.175029646	x	x	x	25.3546277	18.67032191	16.86127933
tRNA-Thr-TGT-2_threeprime	2701.134268	2963.757581	4082.294367	x	x	x	10667.95961	9520.399834	9548.256161
tRNA-Thr-TGT-2_other	50.0972565	31.1090849	80.96325597	x	x	x	1559.309604	636.6213686	759.0757072
tRNA-Thr-TGT-3_wholecounts	162.6445177	214.3070293	169.8640861	x	x	x	190.1597078	265.0453541	337.5437239
tRNA-Thr-TGT-3_fiveprime	2.745055151	3.950359988	3.175029646	x	x	x	76.06388311	46.12667766	52.17452472
tRNA-Thr-TGT-3_threeprime	2701.134268	2963.757581	4082.294367	x	x	x	10667.95961	9520.399834	9548.256161
tRNA-Thr-TGT-3_other	50.0972565	31.1090849	80.96325597	x	x	x	1559.309604	636.6213686	759.0757072
tRNA-Trp-CCA-1_wholecounts	70.68517013	79.00719975	66.67562256	x	x	x	0	20.86683037	19.4063781
tRNA-Trp-CCA-1_fiveprime	7.548901664	4.937949984	4.762544469	x	x	x	69.72522619	52.35011829	54.71962349
tRNA-Trp-CCA-1_threeprime	564.1088335	588.6036381	765.1821447	x	x	x	4703.283439	2855.827082	3206.824446
tRNA-Trp-CCA-1_other	10.29395682	8.394514974	11.11260376	x	x	x	348.6261309	134.7191855	161.2956343
tRNA-Trp-CCA-2_wholecounts	628.6176295	763.4070676	724.7005167	x	x	x	557.8018095	820.3959097	1035.855198
tRNA-Trp-CCA-2_fiveprime	10.9802206	14.81384995	30.16278164	x	x	x	247.2076201	116.4149484	131.0725865
tRNA-Trp-CCA-2_threeprime	309.5049682	417.7505687	454.8229968	x	x	x	2117.111413	1395.515041	1376.580295
tRNA-Trp-CCA-2_other	11.66648439	7.406924977	15.08139082	x	x	x	101.4185108	50.88577932	68.39952936
tRNA-Trp-CCA-3_wholecounts	538.7170733	753.5311676	738.9881501	x	x	x	2560.817398	4029.128685	4652.440546
tRNA-Trp-CCA-3_fiveprime	49.41099271	53.82365483	59.53180586	x	x	x	849.3800281	791.1091303	771.1649263
tRNA-Trp-CCA-3_threeprime	592.9319126	617.7375431	796.1386837	x	x	x	4823.717921	3047.289403	3416.795094
tRNA-Trp-CCA-3_other	9.607693027	12.34487496	14.28763341	x	x	x	342.287474	145.7017278	174.6574029
tRNA-Trp-CCA-4_wholecounts	409.0132175	513.5467984	512.7672878	x	x	x	792.3321157	1106.674179	1522.605337
tRNA-Trp-CCA-4_fiveprime	26.07802393	32.0966749	44.45041504	x	x	x	266.2235909	191.4623207	185.79221
tRNA-Trp-CCA-4_threeprime	592.9319126	617.7375431	796.1386837	x	x	x	4823.717921	3047.289403	3416.795094
tRNA-Trp-CCA-4_other	9.607693027	12.34487496	14.28763341	x	x	x	342.287474	145.7017278	174.6574029
tRNA-Trp-CCA-5_wholecounts	395.9742055	539.2241383	453.2354819	x	x	x	494.4152402	496.4109119	813.7953307
tRNA-Trp-CCA-5_fiveprime	10.9802206	11.85107996	10.31884635	x	x	x	152.1277662	83.46732147	90.66914357
tRNA-Trp-CCA-5_threeprime	573.7165265	622.181698	654.8498645	x	x	x	3296.101602	1795.645666	2385.075682
tRNA-Trp-CCA-5_other	2.058791363	8.888309972	7.143816703	x	x	x	228.1916493	86.39599942	110.393659
tRNA-Trp-CCA-6_wholecounts	0	0	0	x	x	x	0	0.366084743	0
tRNA-Trp-CCA-6_fiveprime	0	0	0	x	x	x	0	0	0
tRNA-Trp-CCA-6_threeprime	313.622551	340.7185489	446.8854227	x	x	x	3340.4722	1530.600312	1471.385225
tRNA-Trp-CCA-6_other	9.607693027	4.444154986	6.350059292	x	x	x	171.143737	74.31520289	67.12697997
tRNA-Tyr-GTA-1_wholecounts	34.99945317	32.5904699	45.24417245	x	x	x	361.3034448	615.3884535	1022.175292
tRNA-Tyr-GTA-1_fiveprime	4.803846514	0.493794998	7.937574115	x	x	x	50.70925541	21.59899985	48.67501392
tRNA-Tyr-GTA-1_threeprime	91.27308376	123.4487496	197.6455955	x	x	x	4151.820287	2699.142812	3517.96277
tRNA-Tyr-GTA-1_other	2.745055151	3.456564989	3.175029646	x	x	x	297.9168755	84.19949096	101.4858133
tRNA-Tyr-GTA-2_wholecounts	20.58791363	39.99739487	30.95653905	x	x	x	133.1117954	205.373541	324.8182301
tRNA-Tyr-GTA-2_fiveprime	6.862637877	1.975179994	6.350059292	x	x	x	44.37059848	19.03640665	31.17745989
tRNA-Tyr-GTA-2_threeprime	231.9571602	227.6394943	270.6712773	x	x	x	3676.421017	2429.338357	3004.807232
tRNA-Tyr-GTA-2_other	9.607693027	8.888309972	5.55630188	x	x	x	291.5782186	101.0393891	100.8495386
tRNA-Tyr-GTA-3_wholecounts	66.5675874	60.24298981	38.10035575	x	x	x	285.2395617	530.8228778	792.7982659
tRNA-Tyr-GTA-3_fiveprime	1.372527575	2.962769991	7.143816703	x	x	x	88.74119696	24.16159306	47.40246453
tRNA-Tyr-GTA-3_threeprime	237.4472705	218.2573893	270.6712773	x	x	x	3695.436988	2435.561797	3088.795491
tRNA-Tyr-GTA-3_other	10.9802206	9.38210497	3.968787057	x	x	x	259.884934	94.08377903	95.7593411
tRNA-Tyr-GTA-4_wholecounts	9.607693027	12.83866996	6.350059292	x	x	x	139.4504524	165.8363887	248.7834045
tRNA-Tyr-GTA-4_fiveprime	0	2.962769991	2.381272234	x	x	x	76.06388311	13.17905076	21.31520217
tRNA-Tyr-GTA-4_threeprime	21.27417742	20.73938993	38.10035575	x	x	x	785.9934588	480.6692679	617.8227256
tRNA-Tyr-GTA-4_other	2.058791363	3.456564989	1.587514823	x	x	x	164.8050801	53.08228778	48.03873922
tRNA-Tyr-GTA-5_wholecounts	0	0	0	x	x	x	0	0	1.590686729
tRNA-Tyr-GTA-5_fiveprime	0.686263788	0	0	x	x	x	19.01597078	5.125186406	8.271570992
tRNA-Tyr-GTA-5_threeprime	0	0.987589997	6.350059292	x	x	x	107.7571677	16.83989819	28.31422378
tRNA-Tyr-GTA-5_other	0.686263788	1.975179994	1.587514823	x	x	x	190.1597078	52.35011829	53.4470741
tRNA-Val-AAC-1_wholecounts	3999.545355	4532.050496	4014.03123	x	x	x	5501.954212	7948.065862	10312.42207
tRNA-Val-AAC-1_fiveprime	54.90110301	50.86088484	84.13828562	x	x	x	431.028671	340.0927265	284.4147872
tRNA-Val-AAC-1_threeprime	3375.045308	3491.130639	3723.516017	x	x	x	14673.99078	11123.85101	12017.95638
tRNA-Val-AAC-1_other	10.29395682	9.38210497	17.46266305	x	x	x	272.5622478	107.6289145	82.39757258
tRNA-Val-AAC-2_wholecounts	610.774771	686.3750478	642.9435033	x	x	x	76.06388311	142.4069651	185.79221
tRNA-Val-AAC-2_fiveprime	6.176374089	6.41933498	7.143816703	x	x	x	19.01597078	14.27730499	9.544120376
tRNA-Val-AAC-2_threeprime	642.3429053	749.0870126	769.1509317	x	x	x	3549.647879	1156.461704	1234.691039
tRNA-Val-AAC-2_other	2.745055151	2.962769991	3.175029646	x	x	x	25.3546277	5.491271149	5.726472225
tRNA-Val-AAC-3_wholecounts	166.7621004	172.3344545	184.1517195	x	x	x	82.40254004	123.0044737	160.977497
tRNA-Val-AAC-3_fiveprime	6.176374089	6.41933498	7.143816703	x	x	x	19.01597078	14.27730499	9.544120376
tRNA-Val-AAC-3_threeprime	132.448911	113.5728496	162.7202694	x	x	x	253.546277	213.0613206	178.475051
tRNA-Val-AAC-3_other	2.745055151	2.962769991	3.175029646	x	x	x	25.3546277	5.491271149	5.726472225
tRNA-Val-AAC-4_wholecounts	206.5654001	294.7956141	225.4271049	x	x	x	63.38656926	133.2548466	140.6167069
tRNA-Val-AAC-4_fiveprime	1.372527575	4.444154986	1.587514823	x	x	x	44.37059848	6.589525379	14.95245526
tRNA-Val-AAC-4_threeprime	238.8197981	302.696334	248.4460698	x	x	x	164.8050801	222.9456087	181.0201498
tRNA-Val-AAC-4_other	4.117582726	0	5.55630188	x	x	x	19.01597078	3.29476269	4.135785496
tRNA-Val-AAC-5_wholecounts	376.7588194	431.0830336	438.1540911	x	x	x	2136.127384	3268.038503	4174.280115
tRNA-Val-AAC-5_fiveprime	3.431318938	10.36969497	6.350059292	x	x	x	247.2076201	144.9695583	106.8941482
tRNA-Val-AAC-5_threeprime	1386.252851	1312.507106	1624.821421	x	x	x	11472.96904	7053.720834	7359.789359
tRNA-Val-AAC-5_other	6.176374089	1.481384995	7.143816703	x	x	x	95.07985389	57.10921995	36.58579477
tRNA-Val-CAC-1_wholecounts	216.8593569	272.0810441	199.2331103	x	x	x	63.38656926	88.59250788	101.4858133
tRNA-Val-CAC-1_fiveprime	6.176374089	7.406924977	7.937574115	x	x	x	126.7731385	38.0728133	42.312267
tRNA-Val-CAC-1_threeprime	508.5214667	595.0229731	618.3370235	x	x	x	3562.325192	1107.406348	1179.653278
tRNA-Val-CAC-1_other	4.117582726	0	7.937574115	x	x	x	19.01597078	6.223440636	5.090197534
tRNA-Val-CAC-2_wholecounts	11822.26627	13157.16773	11181.66066	x	x	x	13463.30731	18251.88705	24699.22912
tRNA-Val-CAC-2_fiveprime	151.6642971	140.2377796	229.3958919	x	x	x	1667.066772	1067.503111	928.6429125
tRNA-Val-CAC-2_threeprime	8703.197355	9111.505311	9346.49352	x	x	x	22514.9094	19882.79458	23189.03114
tRNA-Val-CAC-2_other	23.33296878	23.70215993	43.65665763	x	x	x	722.6068896	297.2608116	239.2392841
tRNA-Val-CAC-3_wholecounts	1239.392401	1335.221676	1260.486769	x	x	x	209.1756786	310.0737776	382.4010897
tRNA-Val-CAC-3_fiveprime	19.90164984	11.35728496	18.25642046	x	x	x	50.70925541	26.72418626	20.36079013
tRNA-Val-CAC-3_threeprime	581.9516919	533.2985983	639.7684736	x	x	x	361.3034448	378.5316246	343.2701962
tRNA-Val-CAC-3_other	4.117582726	5.431744983	6.350059292	x	x	x	25.3546277	9.518203326	10.18039507
tRNA-Val-CAC-4_wholecounts	124.2137456	159.0019895	123.0323988	x	x	x	304.2555324	445.1590478	618.140863
tRNA-Val-CAC-4_fiveprime	68.62637877	67.15611979	98.42591902	x	x	x	722.6068896	401.2288787	296.8221437
tRNA-Val-CAC-4_threeprime	48.03846514	61.72437481	77.78822632	x	x	x	228.1916493	171.3276599	198.8358412
tRNA-Val-CAC-4_other	23.33296878	23.70215993	43.65665763	x	x	x	722.6068896	297.2608116	239.2392841
tRNA-Val-CAC-5_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Val-CAC-5_fiveprime	0	0	0	x	x	x	0	0	0
tRNA-Val-CAC-5_threeprime	0	0	0	x	x	x	0	0	0
tRNA-Val-CAC-5_other	0	0	0	x	x	x	0	2.19650846	2.545098767
tRNA-Val-CAC-7_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Val-CAC-7_fiveprime	0	0	0	x	x	x	0	0	0
tRNA-Val-CAC-7_threeprime	0	0	0.793757411	x	x	x	0	0.366084743	0.636274692
tRNA-Val-CAC-7_other	0	0	0	x	x	x	0	0	0
tRNA-Val-TAC-1_wholecounts	1088.414367	1668.039505	1327.162392	x	x	x	2573.494712	4131.266328	5735.061934
tRNA-Val-TAC-1_fiveprime	11.66648439	12.34487496	9.525088938	x	x	x	190.1597078	103.6019824	104.0309121
tRNA-Val-TAC-1_threeprime	866.7511638	1259.177246	1403.363103	x	x	x	9374.873594	7090.329308	8321.200418
tRNA-Val-TAC-1_other	10.9802206	5.925539981	22.22520752	x	x	x	228.1916493	118.9775416	104.0309121
tRNA-iMet-CAT-1_wholecounts	14469.87196	18849.14268	16599.05499	x	x	x	27490.75509	38725.90848	61671.87891
tRNA-iMet-CAT-1_fiveprime	257.3489204	311.090849	385.766102	x	x	x	1166.312874	517.2777423	698.6296115
tRNA-iMet-CAT-1_threeprime	4420.91132	4805.612925	4996.702905	x	x	x	11333.51858	6525.826634	8124.273401
tRNA-iMet-CAT-1_other	67.25385119	64.1933498	90.48834491	x	x	x	424.690014	126.6653212	160.3412223
